,Mutation Value,Disease Implicated,Count
626,A->G,Progressive familial heart block type 1A,1
627,A->G,Progressive myositis ossificans,1
628,A->G,Pseudoxanthoma elasticum-like disorder with multiple coagulation factor deficiency,1
629,A->G,Pulmonary arterial hypertension associated with congenital heart disease,3
630,A->G,"Pustular psoriasis, generalized",1
631,A->G,"Radiohumeral fusions with other skeletal and craniofacial anomalies, not provided",1
632,A->G,Reduced antithrombin III activity,5
633,A->G,Retinal dystrophy,1
634,A->G,"Retinal dystrophy, Macular dystrophy, Stargardt disease 1, Bull's eye maculopathy, Cone-rod dystrophy 3, Age-related macular degeneration 2, not provided",1
635,A->G,"Retinal dystrophy, Stargardt disease 1, not provided",1
636,A->G,Retinitis pigmentosa,1
637,A->G,"Retinitis pigmentosa 20, not provided",1
638,A->G,Retinitis pigmentosa 38,1
639,A->G,Retinitis pigmentosa 4,3
640,A->G,Retinitis pigmentosa 58,1
641,A->G,Retinitis pigmentosa 59,1
642,A->G,Retinitis pigmentosa 71,1
643,A->G,"Retinitis pigmentosa, Retinitis pigmentosa 4",1
644,A->G,Robinow syndrome,1
645,A->G,Ruijs-Aalfs syndrome,1
646,A->G,Schnyder crystalline corneal dystrophy,4
647,A->G,SeSAME syndrome,1
648,A->G,"Seizures, Hypoplasia of the corpus callosum, Dyspnea, Abnormality of the basal ganglia, Abnormal muscle tone",1
649,A->G,"Senior-Loken syndrome 7, Bardet-Biedl syndrome 16",1
650,A->G,Sensorineural hearing loss,1
651,A->G,Sepiapterin reductase deficiency,1
652,A->G,"Sepiapterin reductase deficiency, not provided",1
653,A->G,"Severe combined immunodeficiency with microcephaly, growth retardation, and sensitivity to ionizing radiation",1
654,A->G,"Severe congenital neutropenia, Severe congenital neutropenia 6, autosomal recessive",1
655,A->G,Severe myoclonic epilepsy in infancy,9
656,A->G,"Severe myoclonic epilepsy in infancy, Early infantile epileptic encephalopathy",1
657,A->G,"Severe myoclonic epilepsy in infancy, not provided",3
658,A->G,Short rib polydactyly syndrome 5,1
659,A->G,"Short stature, onychodysplasia, facial dysmorphism, and hypotrichosis",1
660,A->G,"Short-rib thoracic dysplasia 1 with or without polydactyly, Short-rib thoracic dysplasia 15 with polydactyly",1
661,A->G,Short-rib thoracic dysplasia 10 with or without polydactyly,1
662,A->G,Short-rib thoracic dysplasia 10 without polydactyly,1
663,A->G,"Spastic paraplegia 4, autosomal dominant",7
664,A->G,"Spastic paraplegia 74, autosomal recessive",1
665,A->G,"Spastic paraplegia, Leukodystrophy, hypomyelinating, 2",1
666,A->G,Spinocerebellar ataxia 19,1
667,A->G,Spinocerebellar ataxia 29,2
668,A->G,Spinocerebellar ataxia autosomal recessive 4,1
669,A->G,"Spinocerebellar ataxia, autosomal recessive 24",1
670,A->G,Spondyloepimetaphyseal dysplasia with joint laxity,2
671,A->G,Stargardt disease 1,3
672,A->G,"Stargardt disease 1, Stargardt disease, Cone-rod dystrophy 3, not provided",1
673,A->G,"Stargardt disease 1, not provided",1
674,A->G,Sucrase-isomaltase deficiency,2
675,A->G,Symmetrical dyschromatosis of extremities,2
676,A->G,"Syndactyly, type V",1
677,A->G,Tatton-Brown-rahman syndrome,2
678,A->G,Thoracic aortic aneurysm and aortic dissection,1
679,A->G,Thrombophilia due to activated protein C resistance,1
680,A->G,"Thyroid hormone resistance, generalized",1
681,A->G,"Thyroid hormone resistance, generalized, autosomal dominant",2
682,A->G,"Thyroid hormone resistance, generalized, autosomal recessive",1
683,A->G,Transferrin variant bv,1
684,A->G,Trimethylaminuria,1
685,A->G,"Type IV short rib polydactyly syndrome, Asphyxiating thoracic dystrophy 4",1
686,A->G,UDPglucose-4-epimerase deficiency,1
687,A->G,Urocanate hydratase deficiency,1
688,A->G,"Usher syndrome, type 2A, Retinitis pigmentosa 39",1
689,A->G,"Usher syndrome, type 2A, Retinitis pigmentosa 39, not provided",1
690,A->G,"Usher syndrome, type 3A",1
691,A->G,Van der Woude syndrome,1
692,A->G,Von Hippel-Lindau syndrome,3
693,A->G,"Von Hippel-Lindau syndrome, Hereditary cancer-predisposing syndrome",1
694,A->G,"Von Hippel-Lindau syndrome, Hereditary cancer-predisposing syndrome, not provided",1
695,A->G,"Von Hippel-Lindau syndrome, not provided",1
696,A->G,"Waardenburg syndrome type 2A, Coloboma, osteopetrosis, microphthalmia, macrocephaly, albinism, and deafness",1
697,A->G,Warburg micro syndrome 1,1
698,A->G,Warburg-Cinotti syndrome,1
699,A->G,"Xeroderma pigmentosum, complementation group b",1
700,A->G,mitochondrial 3-hydroxy-3-methylglutaryl-CoA synthase deficiency,1
701,A->G,"not provided, Limb-girdle muscular dystrophy, type 2B, Dysferlinopathy, not provided",1
702,A->T,3-Oxo-5 alpha-steroid delta 4-dehydrogenase deficiency,1
703,A->T,"Abnormality of the eye, Retinal dystrophy",1
704,A->T,"Adolescent nephronophthisis, not provided",1
705,A->T,"Alport syndrome 3, autosomal dominant",1
706,A->T,"Alzheimer disease, type 4, not provided",1
707,A->T,"Amelogenesis imperfecta, type IH",1
708,A->T,"Anemia, sideroblastic, pyridoxine-refractory, autosomal recessive",1
709,A->T,"Arrhythmogenic right ventricular dysplasia, familial, 2",1
710,A->T,Bardet-Biedl syndrome 16,1
711,A->T,Bartter syndrome type 4,1
712,A->T,"Benign familial neonatal-infantile seizures, Early infantile epileptic encephalopathy 11",1
713,A->T,"Bethlem myopathy 1, not provided",1
714,A->T,"Bile acid synthesis defect, congenital, 6",1
715,A->T,Biotinidase deficiency,3
716,A->T,"Brugada syndrome, Cardiovascular phenotype",1
717,A->T,"CARDIOMYOPATHY, DILATED, 2C",1
718,A->T,Carcinoma of colon,1
719,A->T,Cardiovascular phenotype,1
720,A->T,"Cd8 deficiency, familial",1
721,A->T,Ceroid lipofuscinosis neuronal 1,1
722,A->T,"Charcot-Marie-Tooth disease, Charcot-Marie-Tooth disease, type 2A1",1
723,A->T,"Charcot-Marie-Tooth disease, demyelinating, type 1b",1
724,A->T,Cholestanol storage disease,1
725,A->T,Chédiak-Higashi syndrome,1
726,A->T,"Chédiak-Higashi syndrome, Chediak-Higashi syndrome, adult type",1
727,A->T,"Ciliary dyskinesia, primary, 21, Kartagener syndrome",1
728,A->T,Congenital disorder of glycosylation type 1N,1
729,A->T,Congenital disorder of glycosylation type 1t,1
730,A->T,Congenital lactase deficiency,1
731,A->T,Congenital myasthenic syndrome,1
732,A->T,"Cortical dysplasia, complex, with other brain malformations 2",1
733,A->T,Cranioectodermal dysplasia 2,1
734,A->T,DFNA 2 Nonsyndromic Hearing Loss,1
735,A->T,"Deafness, autosomal recessive 9",2
736,A->T,"Deafness, autosomal recessive 9, Nonsyndromic hearing loss and deafness",1
737,A->T,Deficiency of ferroxidase,1
738,A->T,Deficiency of hydroxymethylglutaryl-CoA lyase,1
739,A->T,Deficiency of iodide peroxidase,1
740,A->T,Dilated cardiomyopathy 1G,1
741,A->T,Distal arthrogryposis type 5D,1
742,A->T,Distal myopathy Markesbery-Griggs type,1
743,A->T,Dysferlinopathy,1
744,A->T,Dyskeratosis congenita autosomal dominant,1
745,A->T,"Dyskinesia, familial, with facial myokymia",1
746,A->T,"Dystonia, Sepiapterin reductase deficiency, not provided",1
747,A->T,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 57, KCNT2-related condition",1
748,A->T,Early infantile epileptic encephalopathy,1
749,A->T,Ectodermal dysplasia skin fragility syndrome,1
750,A->T,"Ehlers-Danlos syndrome, type 4",5
751,A->T,"Encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy",1
752,A->T,"Exfoliative ichthyosis, autosomal recessive, ichthyosis bullosa of siemens-like",2
753,A->T,Familial cancer of breast,1
754,A->T,"Fanconi anemia, complementation group V",1
755,A->T,Fanconi-Bickel syndrome,1
756,A->T,Focal cortical dysplasia type II,1
757,A->T,Frontonasal dysplasia 1,1
758,A->T,Fumarase deficiency,1
759,A->T,GALLOWAY-MOWAT SYNDROME 8,1
760,A->T,"GM1-gangliosidosis, type I, with cardiac involvement",1
761,A->T,"Gaucher disease, Acute neuronopathic Gaucher's disease, Subacute neuronopathic Gaucher's disease, Gaucher's disease, type 1",1
762,A->T,Gillespie syndrome,2
763,A->T,"Glaucoma 1, open angle, B",1
764,A->T,Glomerulopathy with fibronectin deposits 2,1
765,A->T,"Glycogen storage disease, type IV, Glycogen storage disease IV, classic hepatic, not provided",1
766,A->T,Grange syndrome,1
767,A->T,Gray platelet syndrome,1
768,A->T,Hemochromatosis type 2A,1
769,A->T,Hereditary cancer-predisposing syndrome,6
770,A->T,"Hereditary cancer-predisposing syndrome, Fumarase deficiency",1
771,A->T,"Hereditary cancer-predisposing syndrome, Hereditary Paraganglioma-Pheochromocytoma Syndromes",1
772,A->T,"Hereditary cancer-predisposing syndrome, Lynch syndrome",1
773,A->T,"Hereditary cancer-predisposing syndrome, Lynch syndrome, Lynch syndrome I, not specified",1
774,A->T,"Hereditary cancer-predisposing syndrome, not provided",2
775,A->T,Hereditary insensitivity to pain with anhidrosis,1
776,A->T,Hereditary nonpolyposis colon cancer,1
777,A->T,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Lynch syndrome",1
778,A->T,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Lynch syndrome, Lynch syndrome I, Colorectal cancer, hereditary, nonpolyposis, type 1, not provided",1
779,A->T,"Hereditary nonpolyposis colon cancer, Hereditary cancer-predisposing syndrome, Lynch syndrome, Lynch syndrome II, not provided",1
780,A->T,"Hereditary nonpolyposis colon cancer, Lynch syndrome II, not provided",1
781,A->T,History of neurodevelopmental disorder,1
782,A->T,Homocysteinemia due to MTHFR deficiency,1
783,A->T,"Hypobetalipoproteinemia, normotriglyceridemic",1
784,A->T,Hypokalemic periodic paralysis 1,1
785,A->T,"Idiopathic nephrotic syndrome, not provided",1
786,A->T,Immunodeficiency 31C,1
787,A->T,Inborn genetic diseases,1
788,A->T,"Infantile hypophosphatasia, Hypophosphatasia, Adult hypophosphatasia, not provided",1
789,A->T,Jeune thoracic dystrophy,1
790,A->T,Lattice corneal dystrophy Type III,1
791,A->T,"Left ventricular noncompaction 6, Familial hypertrophic cardiomyopathy 2, not provided",1
792,A->T,Left ventricular noncompaction 8,1
793,A->T,Leukoencephalopathy with vanishing white matter,1
794,A->T,Leydig cell agenesis,1
795,A->T,"Leydig cell hypoplasia, partial",1
796,A->T,Lynch syndrome,24
797,A->T,"MICROCEPHALY 20, PRIMARY, AUTOSOMAL RECESSIVE",1
798,A->T,"Mental retardation, autosomal dominant 19",1
799,A->T,"Mental retardation, autosomal dominant 23",1
800,A->T,"Mental retardation, autosomal recessive 42",1
801,A->T,"Mental retardation, autosomal recessive 60, not provided",2
802,A->T,Mitochondrial trifunctional protein deficiency,1
803,A->T,Mowat-Wilson syndrome,3
804,A->T,Multiple epiphyseal dysplasia 5,1
805,A->T,"Myofibrillar myopathy 1, Muscular dystrophy, limb-girdle, type 2R, not provided",1
806,A->T,"Myofibrillar myopathy 1, not provided",1
807,A->T,Nemaline myopathy 2,1
808,A->T,Nephronophthisis,1
809,A->T,Nephronophthisis 12,1
810,A->T,"Nephronophthisis, Nephronophthisis 1",1
811,A->T,Neuroblastoma,1
812,A->T,"Neuroblastoma, Neuroblastoma 3",1
813,A->T,"Noonan syndrome 1, not provided",1
814,A->T,"Noonan syndrome 8, not provided",1
815,A->T,"Noonan syndrome, Rasopathy, not provided",1
816,A->T,"Noonan syndrome, not provided",1
817,A->T,"Noonan syndrome-like disorder with loose anagen hair 2, not provided",1
818,A->T,PEELING SKIN SYNDROME 6,1
819,A->T,"Parkinson disease 19b, early-onset",1
820,A->T,"Parkinson disease, late-onset",1
821,A->T,Paroxysmal extreme pain disorder,2
822,A->T,Perrault syndrome 4,1
823,A->T,"Pheochromocytoma, Gastrointestinal stroma tumor, Hereditary cancer-predisposing syndrome, Hereditary Paraganglioma-Pheochromocytoma Syndromes, Paragangliomas 4, not provided",1
824,A->T,Pierson syndrome,1
825,A->T,Premature ovarian failure 3,1
826,A->T,Primary autosomal recessive microcephaly 5,4
827,A->T,Primary erythromelalgia,1
828,A->T,"Primary familial hypertrophic cardiomyopathy, Left ventricular noncompaction 6, Familial hypertrophic cardiomyopathy 2, Familial restrictive cardiomyopathy 3, Cardiovascular phenotype, not provided",1
829,A->T,"Primary hyperoxaluria, type I",1
830,A->T,Primary open angle glaucoma juvenile onset 1,1
831,A->T,Primary pulmonary hypertension,9
832,A->T,"Pseudohypoaldosteronism, type 2, Pseudohypoaldosteronism type 2E",1
833,A->T,Pulmonary venoocclusive disease 1,1
834,A->T,Recessive dystrophic epidermolysis bullosa,1
835,A->T,Reduced antithrombin III activity,1
836,A->T,"Retinitis pigmentosa 12, Leber congenital amaurosis 8, not provided",1
837,A->T,Retinitis pigmentosa 56,1
838,A->T,Retinitis pigmentosa 71,1
839,A->T,Rolandic epilepsy,1
840,A->T,SPERMATOGENIC FAILURE 20,1
841,A->T,"Severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-positive, NK cell-positive",1
842,A->T,Severe myoclonic epilepsy in infancy,9
843,A->T,Short rib polydactyly syndrome 5,1
844,A->T,Short-rib thoracic dysplasia 10 with or without polydactyly,1
845,A->T,"Spastic paraplegia 4, autosomal dominant",1
846,A->T,Spondyloepimetaphyseal dysplasia Matrilin-3 related,1
847,A->T,Stargardt disease 1,1
848,A->T,"Stargardt disease 1, not provided",1
849,A->T,Tatton-Brown-rahman syndrome,2
850,A->T,"Thyroid hormone resistance, generalized",1
851,A->T,"Usher syndrome, Usher syndrome, type 2A, Retinitis pigmentosa 39",1
852,A->T,"Usher syndrome, type 2A",1
853,A->T,"Usher syndrome, type 3A",1
854,A->T,"Ventricular tachycardia, catecholaminergic polymorphic, 2",1
855,A->T,Von Hippel-Lindau syndrome,1
856,A->T,"Von Hippel-Lindau syndrome, Erythrocytosis, familial, 2",1
857,A->T,"Von Hippel-Lindau syndrome, not provided",1
858,A->T,Warburg micro syndrome 1,1
859,A->T,White-sutton syndrome,1
860,A->T,"Xeroderma pigmentosum, group C",1
1330,C->A,3 beta-Hydroxysteroid dehydrogenase deficiency,2
1331,C->A,3-Oxo-5 alpha-steroid delta 4-dehydrogenase deficiency,2
1332,C->A,Acute myeloid leukemia,1
1333,C->A,Acute myeloid leukemia with maturation,1
1334,C->A,"Acute myeloid leukemia, Multiple myeloma, Cutaneous melanoma, Neoplasm of the large intestine, Malignant melanoma of skin, Myelodysplastic syndrome, Noonan syndrome, Malignant neoplasm of body of uterus, Adenocarcinoma of stomach, not provided",1
1335,C->A,"Acute myeloid leukemia, Multiple myeloma, Cutaneous melanoma, Non-small cell lung cancer, Neoplasm of the large intestine, Malignant melanoma of skin, Myelodysplastic syndrome, Malignant neoplasm of body of uterus, Adenocarcinoma of stomach, not provided",1
1336,C->A,"Acute myeloid leukemia, Myelodysplastic syndrome, Myelodysplastic syndrome progressed to acute myeloid leukemia",1
1337,C->A,Adams-Oliver syndrome 4,1
1338,C->A,Adenocarcinoma of the colon,1
1339,C->A,"Adolescent nephronophthisis, not provided",1
1340,C->A,Alkaptonuria,2
1341,C->A,Alstrom syndrome,2
1342,C->A,"Alstrom syndrome, not provided",1
1343,C->A,Alternating hemiplegia of childhood 1,1
1344,C->A,"Amelogenesis imperfecta, type IA",1
1345,C->A,Amyotrophic lateral sclerosis type 10,1
1346,C->A,Amyotrophic lateral sclerosis type 2,1
1347,C->A,"Arthritis, Pancytopenia, Dysautonomia, Gastrointestinal dysmotility, Polyarticular arthritis, Sinus tachycardia, Chronic pain, Inappropriate sinus tachycardia, Carnitine palmitoyltransferase II deficiency, Carnitine palmitoyltransferase II deficiency, myopathic, stress-induced, Carnitine palmitoyltransferase II deficiency, infantile, not provided",1
1348,C->A,"Asplenia, isolated congenital",1
1349,C->A,Auriculocondylar syndrome 1,1
1350,C->A,"Autoimmune interstitial lung, joint, and kidney disease",1
1351,C->A,"Autoimmune lymphoproliferatiVe syndrome, type V",3
1352,C->A,Autosomal recessive centronuclear myopathy,1
1353,C->A,"Autosomal recessive hypohidrotic ectodermal dysplasia syndrome, Autosomal dominant hypohidrotic ectodermal dysplasia",1
1354,C->A,BONE MARROW FAILURE SYNDROME 4,1
1355,C->A,"Bardet-Biedl syndrome 1, Bardet-Biedl syndrome 17",1
1356,C->A,Bardet-Biedl syndrome 15,1
1357,C->A,Bartter syndrome type 3,1
1358,C->A,Benign familial neonatal-infantile seizures,1
1359,C->A,"Benign familial neonatal-infantile seizures, Early infantile epileptic encephalopathy 11",1
1360,C->A,"Benign recurrent intrahepatic cholestasis 2, not provided",1
1361,C->A,Bethlem myopathy 1,1
1362,C->A,Biotin-thiamine-responsive basal ganglia disease,1
1363,C->A,Biotinidase deficiency,2
1364,C->A,"Blepharophimosis, ptosis, and epicanthus inversus",1
1365,C->A,Blue rubber bleb nevus,1
1366,C->A,Brachydactyly-syndactyly-oligodactyly syndrome,1
1367,C->A,Bruck syndrome 2,1
1368,C->A,Brugada syndrome,2
1369,C->A,"Brugada syndrome, not provided",1
1370,C->A,CFHR5 deficiency,1
1371,C->A,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2DD",1
1372,C->A,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIo, Congenital disorders of glycosylation type II",1
1373,C->A,"Cardiac conduction defect, nonspecific, Cardiac conduction defect, nonprogressive",1
1374,C->A,Cardiovascular phenotype,3
1375,C->A,"Cataract 6, multiple types",1
1376,C->A,"Cataract, coppock-like",1
1377,C->A,"Cd8 deficiency, familial",1
1378,C->A,"Charcot-Marie-Tooth disease, demyelinating, type 1b",2
1379,C->A,"Charcot-Marie-Tooth disease, demyelinating, type 1b, Charcot-Marie-Tooth disease, type I",1
1380,C->A,"Charcot-Marie-Tooth disease, type 2",1
1381,C->A,"Charcot-Marie-Tooth disease, type 2A2A",1
1382,C->A,Cholestanol storage disease,1
1383,C->A,"Chorea, childhood-onset, with psychomotor retardation",1
1384,C->A,Chromosome 2q32-q33 deletion syndrome,1
1385,C->A,"Chudley-McCullough syndrome, not provided",1
1386,C->A,Chédiak-Higashi syndrome,2
1387,C->A,Combined oxidative phosphorylation deficiency 13,1
1388,C->A,Cone-rod dystrophy 3,1
1389,C->A,"Cone-rod dystrophy 3, Retinitis pigmentosa 19, not provided",1
1390,C->A,Cone-rod dystrophy amelogenesis imperfecta,1
1391,C->A,Congenital amegakaryocytic thrombocytopenia,1
1392,C->A,Congenital disorder of deglycosylation,1
1393,C->A,"Congenital long QT syndrome, Long QT syndrome 3, not provided",1
1394,C->A,"Congenital long QT syndrome, not provided",1
1395,C->A,"Congenital muscular dystrophy-dystroglycanopathy with brain and eye anomalies, type A3",1
1396,C->A,"Congenital primary aphakia, not provided",1
1397,C->A,Congenital stationary night blindness,1
1398,C->A,"Congenital stationary night blindness, autosomal dominant 1",1
1399,C->A,Cranioectodermal dysplasia 2,1
1400,C->A,Craniosynostosis 6,1
1401,C->A,"Crigler Najjar syndrome, type 1",1
1402,C->A,"Crigler-Najjar syndrome, Crigler-Najjar syndrome, type II, not provided",1
1403,C->A,Cutaneous melanoma,1
1404,C->A,Cystinuria,1
1405,C->A,Deafness,1
1406,C->A,"Deafness, autosomal recessive 42",1
1407,C->A,"Deafness, autosomal recessive 9",4
1408,C->A,"Deafness, autosomal recessive 9, Nonsyndromic hearing loss and deafness, not provided",1
1409,C->A,Deficiency of ferroxidase,1
1410,C->A,"Deficiency of hydroxymethylglutaryl-CoA lyase, not provided",1
1411,C->A,"Dendritic cell, monocyte, B lymphocyte, and natural killer lymphocyte deficiency",1
1412,C->A,"Dermatitis, atopic, 2",1
